target,source,layer,horizon,future_step,future_step_1based,split,loss,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,valid_fraction
future_uv,denoise_step=003,24,8.0,1,2,test,0.040423870545582496,0.040423870545582496,0.19774281349241363,0.15973868105352296,44.90858800662971,0.44099379079435674
future_uv,denoise_step=003,24,16.0,3,4,val,0.022431385485968108,0.022431385485968108,0.1295592200257637,0.10155097423737888,28.809007345591688,0.37456446117640374
future_uv,denoise_step=003,24,16.0,3,4,test,0.02978154337399988,0.02978154337399988,0.1720718025359061,0.14025169752892994,39.318990924590366,0.3995859170058746
future_uv,denoise_step=003,24,24.0,5,6,val,0.019062851435579488,0.019062851435579488,0.11974863671674961,0.09334015976053497,26.386741704641736,0.3344947735191638
future_uv,denoise_step=003,24,24.0,5,6,test,0.03350611415153705,0.03350611415153705,0.18181467244467134,0.15202420332910604,42.59012997866171,0.364389237286388
future_uv,denoise_step=003,24,36.0,8,9,val,0.01676056053138984,0.01676056053138984,0.11118558931849144,0.08691412825721481,24.673642547288424,0.2421602773957136
future_uv,denoise_step=003,24,36.0,8,9,test,0.025867054952350955,0.025867054952350955,0.16015163042407105,0.13048179173074648,35.77705599703897,0.26915113939508395
future_uv,denoise_step=003,24,45.0,10,11,val,0.017158480069051636,0.017158480069051636,0.11054857594418609,0.08655082862759302,25.036715942808144,0.18292682989133774
future_uv,denoise_step=003,24,45.0,10,11,test,0.021064612031075524,0.021064612031075524,0.14435888620143597,0.12164655824502309,33.71408656813343,0.2256728760574175
future_uv,denoise_step=005,8,8.0,1,2,val,0.019502927799050402,0.019502927799050402,0.12289136752018945,0.09416026487063864,26.697327670319986,0.4216027868334009
future_uv,denoise_step=005,8,8.0,1,2,test,0.04062994378647819,0.04062994378647819,0.1983776747193149,0.16062425098557404,45.46377723804419,0.44099379079435674
future_uv,denoise_step=005,8,16.0,3,4,val,0.021718593080648146,0.021718593080648146,0.12925251897826842,0.10034569695540006,28.33490004855166,0.37456446117640374
future_uv,denoise_step=005,8,16.0,3,4,test,0.029758247938277065,0.029758247938277065,0.17232610599965043,0.14040352021561894,39.73558082343629,0.3995859170058746
future_uv,denoise_step=005,8,24.0,5,6,val,0.01637965797703025,0.01637965797703025,0.11144828723698127,0.08616899961170835,24.454148083198362,0.3344947735191638
future_uv,denoise_step=005,8,24.0,5,6,test,0.02805198269740025,0.02805198269740025,0.16711240528656582,0.13679652286242255,38.28228482548494,0.364389237286388
future_uv,denoise_step=005,8,36.0,8,9,val,0.014211784353810736,0.014211784353810736,0.1019138809592051,0.07639301184058604,22.072484910280448,0.2421602773957136
future_uv,denoise_step=005,8,36.0,8,9,test,0.021068846043314993,0.021068846043314993,0.14346699157486792,0.11698043392681927,32.4597600380086,0.26915113939508395
future_uv,denoise_step=005,8,45.0,10,11,val,0.014842896420469683,0.014842896420469683,0.10294825155352881,0.07813061851657642,22.476266522025398,0.18292682989133774
future_uv,denoise_step=005,8,45.0,10,11,test,0.019035030877522306,0.019035030877522306,0.13738988935330393,0.11030733421845959,30.36636596190016,0.2256728760574175
future_uv,denoise_step=005,12,8.0,1,2,val,0.018982970464053055,0.018982970464053055,0.12096283296674802,0.09051542339736161,25.69384821449838,0.4216027868334009
future_uv,denoise_step=005,12,8.0,1,2,test,0.033999131298305826,0.033999131298305826,0.18146546925447002,0.14865443005571702,41.76848779208418,0.44099379079435674
future_uv,denoise_step=005,12,16.0,3,4,val,0.020925715533231193,0.020925715533231193,0.12578417646344947,0.0949545319383568,26.978607829024153,0.37456446117640374
