layer,source,target,test_loss,loss_improvement_vs_raw,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,uv_mae_px_improvement_vs_raw,valid_fraction,horizon,future_step,future_step_1based
12,denoise_step=001,future_uv,0.0323546985800592,-2.6126757792670534,0.0323546985800592,0.1786201101405773,0.1475684633227856,41.47675730229411,-1.064403889846484,0.3995859170058746,16,3,4
12,raw_no_denoise,future_uv,0.0076448469312849,0.0,0.0076448469312849,0.0871722571258712,0.0691134834943597,19.328744106411197,0.0,0.364389237286388,24,5,6
12,denoise_step=001,future_uv,0.0293844317087969,-2.843691309049943,0.0293844317087969,0.1711006594925933,0.1413230548919357,39.4836710422429,-1.042743740869665,0.364389237286388,24,5,6
12,denoise_step=003,future_uv,0.0312447521920406,-3.0870343739883315,0.0312447521920406,0.1764151427748287,0.1465009292028458,40.82148399905882,-1.1119573922818218,0.364389237286388,24,5,6
12,denoise_step=007,future_uv,0.034178764696231,-3.470823942381595,0.034178764696231,0.1840432727127094,0.1538684140451206,43.11266787353263,-1.2304950407632789,0.364389237286388,24,5,6
12,denoise_step=005,future_uv,0.034535940262194,-3.5175450303475735,0.034535940262194,0.18441718178136,0.1521537085189089,42.45354238158674,-1.1963942482690961,0.364389237286388,24,5,6
12,raw_no_denoise,future_uv,0.0054204117016978,0.0,0.0054204117016978,0.0719977721386814,0.0513624557550402,14.52926490815283,0.0,0.2691511393950839,36,8,9
12,denoise_step=003,future_uv,0.0204989163178032,-2.781800616986798,0.0204989163178032,0.1408158179765902,0.1122565370353852,31.140319737341585,-1.14328253591603,0.2691511393950839,36,8,9
12,denoise_step=005,future_uv,0.0227583677471301,-3.1986419112780022,0.0227583677471301,0.149565918320948,0.1196459936244147,33.18767726100503,-1.2841952067638582,0.2691511393950839,36,8,9
12,denoise_step=001,future_uv,0.0232978932729172,-3.2981778055013335,0.0232978932729172,0.1501567163822813,0.1184884838250853,32.61181319179495,-1.2445604370180785,0.2691511393950839,36,8,9
